Set,Day,OrderDay,OrderAll,Group,Individual,Date,Mobility,Explored_Surface,PrD_voca,PrD_foraging,Att_Emitted,Att_Suffered,DistDoor,NumPas,OrderEntrance,OrderEntrance4,LeaderEntrance,LeaderFC,OrderEnd,OrderEnd4,LeaderEnd,SamLead,Correct,Side,Info,Mot,MajMin
4,5,2,132,cdj,12,26/08/2013,5,5,0,192,3,0,30,4,1,NA,1,0,5,NA,0,NA,NA,NA,0,NA,NA
4,5,2,132,cdj,28,26/08/2013,12,6,0,89,0,2,150,3,5,NA,0,0,1,NA,1,NA,NA,NA,0,NA,NA
4,5,3,133,hie,5,26/08/2013,4,4,0,27,0,0,140,41,3,3,0,0,3,3,0,NA,NA,D,1,H,0
4,5,3,133,hie,8,26/08/2013,3,4,5,195,0,0,30,33,2,2,0,0,2,2,0,NA,NA,G,1,L,1
4,5,3,133,hie,9,26/08/2013,17,7,0,95,0,6,60,33,1,1,1,0,1,1,1,NA,NA,G,1,L,1
4,5,3,133,hie,17,26/08/2013,16,9,0,8,1,2,120,3,4,NA,0,1,4,NA,0,NA,NA,NA,0,NA,NA
4,5,3,133,hie,25,26/08/2013,4,3,0,1,0,2,60,3,5,NA,0,0,5,NA,0,NA,NA,NA,0,NA,NA
4,5,4,134,gjd,4,26/08/2013,14,7,0,165,0,1,80,34,1,1,1,0,4,2,0,NA,NA,D,1,L,0
4,5,4,134,gjd,7,26/08/2013,9,6,0,272,0,1,90,40,5,3,0,0,3,1,0,NA,NA,G,1,H,1
4,5,4,134,gjd,10,26/08/2013,11,6,0,141,6,2,80,40,2,2,0,0,5,3,0,NA,NA,G,1,H,1
4,5,4,134,gjd,13,26/08/2013,19,8,0,104,1,1,150,4,4,NA,0,0,2,NA,0,NA,NA,NA,0,NA,NA
4,5,4,134,gjd,23,26/08/2013,9,4,0,1,0,8,90,3,2,NA,0,1,1,NA,1,NA,NA,NA,0,NA,NA
4,5,5,135,fia,1,26/08/2013,9,7,0,144,1,1,140,40,1,1,1,1,1,1,1,NA,NA,D,1,H,0
4,5,5,135,fia,6,26/08/2013,1,2,0,0,0,0,70,33,5,3,0,0,5,3,0,NA,NA,G,1,L,1
4,5,5,135,fia,9,26/08/2013,3,4,0,57,0,1,140,34,2,2,0,0,3,2,0,NA,NA,G,1,L,1
4,5,5,135,fia,14,26/08/2013,11,6,0,125,11,1,120,4,3,NA,0,0,2,NA,0,NA,NA,NA,0,NA,NA
4,5,5,135,fia,24,26/08/2013,1,2,0,0,2,0,140,3,4,NA,0,0,4,NA,0,NA,NA,NA,0,NA,NA
4,5,6,136,bdg,2,26/08/2013,12,5,0,119,12,0,120,33,2,2,0,0,1,1,1,NA,NA,D,1,L,1
4,5,6,136,bdg,4,26/08/2013,8,8,0,160,0,1,110,35,1,1,1,0,2,2,0,NA,NA,D,1,L,1
4,5,6,136,bdg,7,26/08/2013,9,8,0,171,0,3,120,41,5,3,0,0,3,3,0,NA,NA,G,1,H,0
4,5,6,136,bdg,22,26/08/2013,1,2,0,0,2,1,150,3,3,NA,0,1,5,NA,0,NA,NA,NA,0,NA,NA
4,5,6,136,bdg,29,26/08/2013,15,7,0,0,0,8,70,4,4,NA,0,0,4,NA,0,NA,NA,NA,0,NA,NA
4,6,1,137,cdg,3,27/08/2013,4,4,0,0,1,0,70,34,1,1,1,0,4,2,0,NA,NA,D,1,L,1
4,6,1,137,cdg,4,27/08/2013,1,2,0,91,1,0,100,36,2,2,0,0,3,1,0,NA,NA,D,1,L,1
4,6,1,137,cdg,7,27/08/2013,8,7,0,163,0,0,10,42,4,3,0,0,5,3,0,NA,NA,G,1,H,0
4,6,1,137,cdg,22,27/08/2013,2,3,0,0,0,0,20,4,3,NA,0,1,1,NA,1,NA,NA,NA,0,NA,NA
4,6,1,137,cdg,25,27/08/2013,33,9,0,8,0,8,130,4,5,NA,0,0,2,NA,0,NA,NA,NA,0,NA,NA
4,6,2,138,aeh,1,27/08/2013,8,7,0,214,2,0,70,41,5,3,0,0,5,3,0,NA,NA,D,1,H,1
4,6,2,138,aeh,5,27/08/2013,8,5,0,159,1,1,100,42,4,2,0,0,2,1,0,NA,NA,D,1,H,1
4,6,2,138,aeh,8,27/08/2013,2,3,0,0,0,0,30,34,1,1,1,0,4,2,0,NA,NA,G,1,L,0
4,6,2,138,aeh,11,27/08/2013,5,5,0,29,0,0,100,4,2,NA,0,1,2,NA,0,NA,NA,NA,0,NA,NA
4,6,2,138,aeh,18,27/08/2013,10,6,0,61,7,4,60,4,3,NA,0,0,1,NA,1,NA,NA,NA,0,NA,NA
4,6,3,139,gjb,2,27/08/2013,8,8,0,205,2,1,140,34,4,3,0,0,3,2,0,NA,NA,D,1,L,0
4,6,3,139,gjb,7,27/08/2013,5,4,0,169,0,1,80,43,3,2,0,0,2,1,0,NA,NA,G,1,H,1
4,6,3,139,gjb,10,27/08/2013,8,6,0,188,2,0,70,41,1,1,1,0,3,2,0,NA,NA,G,1,H,1
4,6,3,139,gjb,23,27/08/2013,7,4,0,31,0,1,110,4,2,NA,0,1,1,NA,1,NA,NA,NA,0,NA,NA
4,6,3,139,gjb,28,27/08/2013,32,8,0,60,3,7,20,4,5,NA,0,0,5,NA,0,NA,NA,NA,0,NA,NA
4,6,4,140,fie,5,27/08/2013,7,5,0,171,1,0,100,43,2,2,0,0,2,2,0,NA,NA,D,1,H,0
4,6,4,140,fie,6,27/08/2013,8,6,0,69,2,1,40,34,1,1,1,0,1,1,1,NA,NA,G,1,L,1
4,6,4,140,fie,9,27/08/2013,6,5,0,165,0,0,140,35,3,3,0,1,3,3,0,NA,NA,G,1,L,1
4,6,4,140,fie,21,27/08/2013,8,6,0,40,0,1,40,4,5,NA,0,0,4,NA,0,NA,NA,NA,0,NA,NA
4,6,4,140,fie,31,27/08/2013,18,7,0,16,0,8,80,4,4,NA,0,0,4,NA,0,NA,NA,NA,0,NA,NA
4,6,5,141,bcj,2,27/08/2013,16,7,0,52,7,1,70,35,5,3,0,1,2,2,0,NA,NA,D,1,L,1
4,6,5,141,bcj,3,27/08/2013,12,6,0,97,3,1,120,35,1,1,1,0,1,1,1,NA,NA,D,1,L,1
4,6,5,141,bcj,10,27/08/2013,14,7,0,163,5,0,30,42,4,2,0,0,3,3,0,NA,NA,G,1,H,0
4,6,5,141,bcj,16,27/08/2013,15,9,4,137,0,0,20,4,3,NA,0,0,4,NA,0,NA,NA,NA,0,NA,NA
4,6,5,141,bcj,24,27/08/2013,5,5,0,0,0,1,20,4,2,NA,0,0,4,NA,0,NA,NA,NA,0,NA,NA
4,6,6,142,fha,1,27/08/2013,5,4,0,254,3,0,120,42,5,3,0,0,5,3,0,NA,NA,D,1,H,0
4,6,6,142,fha,6,27/08/2013,4,4,0,7,6,1,50,35,4,2,0,0,3,2,0,NA,NA,G,1,L,1
4,6,6,142,fha,8,27/08/2013,0,1,0,0,0,0,70,35,2,1,0,0,1,1,1,NA,NA,G,1,L,1
4,6,6,142,fha,15,27/08/2013,6,3,0,0,1,2,130,4,1,NA,1,1,3,NA,0,NA,NA,NA,0,NA,NA
4,6,6,142,fha,20,27/08/2013,8,8,0,48,1,1,40,4,3,NA,0,0,2,NA,0,NA,NA,NA,0,NA,NA
4,6,7,143,gjc,3,27/08/2013,8,6,0,43,8,0,130,36,1,1,1,0,3,1,0,NA,NA,D,1,L,0
4,6,7,143,gjc,7,27/08/2013,0,1,0,126,0,0,80,44,2,2,0,0,5,3,0,NA,NA,G,1,H,1
4,6,7,143,gjc,10,27/08/2013,0,1,0,244,0,0,110,43,3,3,0,0,4,2,0,NA,NA,G,1,H,1
4,6,7,143,gjc,17,27/08/2013,0,1,0,0,0,0,30,4,4,NA,0,0,2,NA,0,NA,NA,NA,0,NA,NA
4,6,7,143,gjc,26,27/08/2013,17,8,0,5,0,4,110,4,5,NA,0,1,1,NA,1,NA,NA,NA,0,NA,NA
4,6,8,144,aei,1,27/08/2013,1,2,0,168,0,0,140,43,4,2,0,0,1,1,1,NA,NA,D,1,H,1
4,6,8,144,aei,5,27/08/2013,8,6,0,230,0,1,130,44,1,1,1,1,2,2,0,NA,NA,D,1,H,1
4,6,8,144,aei,9,27/08/2013,9,5,0,215,1,0,70,36,5,3,0,0,4,3,0,NA,NA,G,1,L,0
4,6,8,144,aei,30,27/08/2013,7,7,0,0,0,1,120,4,2,NA,0,0,4,NA,0,NA,NA,NA,0,NA,NA
4,6,8,144,aei,32,27/08/2013,7,4,0,2,0,1,70,4,3,NA,0,0,3,NA,0,NA,NA,NA,0,NA,NA
